elec,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,week_status,Day_of_week,load_type,timestamp,steam
4.32,4.36,0,0,70.38,100,16200,Weekend,Sunday,Light_Load,14/01/2018 04:30,0.5
4.18,3.74,0,0,74.52,100,17100,Weekend,Sunday,Light_Load,14/01/2018 04:45,0.5
4.61,4.57,0,0,71.02,100,18000,Weekend,Sunday,Light_Load,14/01/2018 05:00,0.5
3.85,3.2,0,0,76.9,100,18900,Weekend,Sunday,Light_Load,14/01/2018 05:15,0.5
4.61,4.43,0,0,72.1,100,19800,Weekend,Sunday,Light_Load,14/01/2018 05:30,0.5
4.03,3.56,0,0,74.95,100,20700,Weekend,Sunday,Light_Load,14/01/2018 05:45,1.17799418286985
4.39,4.46,0,0,70.15,100,21600,Weekend,Sunday,Light_Load,14/01/2018 06:00,0.5
4.36,4.39,0,0,70.47,100,22500,Weekend,Sunday,Light_Load,14/01/2018 06:15,0.974280882324821
4.07,3.82,0,0,72.91,100,23400,Weekend,Sunday,Light_Load,14/01/2018 06:30,0.5
4.57,5,0,0,67.47,100,24300,Weekend,Sunday,Light_Load,14/01/2018 06:45,0.5
3.96,3.64,0,0,73.62,100,25200,Weekend,Sunday,Light_Load,14/01/2018 07:00,0.5
4.46,4.75,0,0,68.45,100,26100,Weekend,Sunday,Light_Load,14/01/2018 07:15,0.5
4.1,4.07,0,0,70.97,100,27000,Weekend,Sunday,Light_Load,14/01/2018 07:30,0.976099708050211
4.21,4.25,0,0,70.38,100,27900,Weekend,Sunday,Light_Load,14/01/2018 07:45,0.5
4.46,4.57,0,0,69.84,100,28800,Weekend,Sunday,Light_Load,14/01/2018 08:00,0.5
19.8,16.63,0,0.01,76.57,100,29700,Weekend,Sunday,Light_Load,14/01/2018 08:15,0.812876062259334
20.2,16.42,0,0.01,77.6,100,30600,Weekend,Sunday,Light_Load,14/01/2018 08:30,0.500315546767146
6.98,7.31,0.25,0,69.06,99.94,31500,Weekend,Sunday,Light_Load,14/01/2018 08:45,0.5
9.14,0,17.89,0,100,45.5,32400,Weekend,Sunday,Light_Load,14/01/2018 09:00,1.13781745527094
9.58,0,23.76,0,100,37.39,33300,Weekend,Sunday,Medium_Load,14/01/2018 09:15,0.5
9.14,0,23.18,0,100,36.68,34200,Weekend,Sunday,Medium_Load,14/01/2018 09:30,0.5
10.15,0,22.61,0,100,40.95,35100,Weekend,Sunday,Medium_Load,14/01/2018 09:45,0.5
11.66,0.04,20.45,0.01,100,49.53,36000,Weekend,Sunday,Medium_Load,14/01/2018 10:00,0.5
15.01,0.04,13.5,0.01,100,74.35,36900,Weekend,Sunday,Maximum_Load,14/01/2018 10:15,0.649010555451812
15.73,0,14.08,0.01,100,74.51,37800,Weekend,Sunday,Maximum_Load,14/01/2018 10:30,0.5
15.55,0,13.97,0.01,100,74.39,38700,Weekend,Sunday,Maximum_Load,14/01/2018 10:45,0.521207580990974
14,0,21.82,0.01,100,54,39600,Weekend,Sunday,Maximum_Load,14/01/2018 11:00,0.5
13.28,0.79,6.37,0.01,99.82,90.16,40500,Weekend,Sunday,Maximum_Load,14/01/2018 11:15,0.5
12.96,0.94,5.15,0.01,99.74,92.93,41400,Weekend,Sunday,Maximum_Load,14/01/2018 11:30,0.5
13.97,1.08,5.08,0.01,99.7,93.98,42300,Weekend,Sunday,Maximum_Load,14/01/2018 11:45,0.5
8.64,0.94,4.14,0,99.41,90.18,43200,Weekend,Sunday,Maximum_Load,14/01/2018 12:00,0.5
4.57,0,12.64,0,100,34,44100,Weekend,Sunday,Medium_Load,14/01/2018 12:15,0.5
5.11,0,23.4,0,100,21.33,45000,Weekend,Sunday,Medium_Load,14/01/2018 12:30,0.943449490081525
4.43,0,17.21,0,100,24.93,45900,Weekend,Sunday,Medium_Load,14/01/2018 12:45,0.5
4.46,0,17.14,0,100,25.18,46800,Weekend,Sunday,Medium_Load,14/01/2018 13:00,0.5
21.1,1.15,13.54,0.01,99.85,84.16,47700,Weekend,Sunday,Medium_Load,14/01/2018 13:15,0.5
32,1.4,5.26,0.01,99.9,98.68,48600,Weekend,Sunday,Medium_Load,14/01/2018 13:30,0.5
30.96,1.12,4.32,0.01,99.93,99.04,49500,Weekend,Sunday,Medium_Load,14/01/2018 13:45,0.5
30.78,0.47,5.94,0.01,99.99,98.19,50400,Weekend,Sunday,Medium_Load,14/01/2018 14:00,0.58699121373749
29.05,0.18,8.75,0.01,100,95.75,51300,Weekend,Sunday,Medium_Load,14/01/2018 14:15,0.936331720772572
28.12,0,10.26,0.01,100,93.94,52200,Weekend,Sunday,Medium_Load,14/01/2018 14:30,0.5
29.45,0.11,9.32,0.01,100,95.34,53100,Weekend,Sunday,Medium_Load,14/01/2018 14:45,1.15732826440932
31.57,0.65,2.52,0.01,99.98,99.68,54000,Weekend,Sunday,Medium_Load,14/01/2018 15:00,0.5
31.61,0.68,2.45,0.01,99.98,99.7,54900,Weekend,Sunday,Medium_Load,14/01/2018 15:15,0.681641283777306
33.62,1.62,2.41,0.02,99.88,99.74,55800,Weekend,Sunday,Medium_Load,14/01/2018 15:30,0.5
38.2,3.96,0.86,0.02,99.47,99.97,56700,Weekend,Sunday,Medium_Load,14/01/2018 15:45,0.5
58.86,20.92,0.07,0.03,94.23,100,57600,Weekend,Sunday,Medium_Load,14/01/2018 16:00,0.587920830911713
40.86,7.52,1.3,0.02,98.35,99.95,58500,Weekend,Sunday,Medium_Load,14/01/2018 16:15,0.576952283101916
28.62,0.11,8.71,0.01,100,95.67,59400,Weekend,Sunday,Medium_Load,14/01/2018 16:30,0.5
7.09,0,22.25,0,100,30.36,60300,Weekend,Sunday,Medium_Load,14/01/2018 16:45,0.5
5.4,0,26.6,0,100,19.89,61200,Weekend,Sunday,Medium_Load,14/01/2018 17:00,0.5
5.11,0,26.68,0,100,18.81,62100,Weekend,Sunday,Maximum_Load,14/01/2018 17:15,0.5
5.04,0,26.6,0,100,18.62,63000,Weekend,Sunday,Maximum_Load,14/01/2018 17:30,1.11186873849447
5.18,0,26.64,0,100,19.09,63900,Weekend,Sunday,Maximum_Load,14/01/2018 17:45,0.803150761664423
5.04,0,26.82,0,100,18.47,64800,Weekend,Sunday,Maximum_Load,14/01/2018 18:00,0.5
4.75,0,10.91,0,100,39.92,65700,Weekend,Sunday,Maximum_Load,14/01/2018 18:15,0.5
4.75,0,9.47,0,100,44.83,66600,Weekend,Sunday,Maximum_Load,14/01/2018 18:30,0.5
4.93,0,23.22,0,100,20.77,67500,Weekend,Sunday,Maximum_Load,14/01/2018 18:45,0.551550007674837
4.93,0,27.04,0,100,17.94,68400,Weekend,Sunday,Maximum_Load,14/01/2018 19:00,0.5
4.97,0,27,0,100,18.1,69300,Weekend,Sunday,Maximum_Load,14/01/2018 19:15,0.5
4.93,0,27,0,100,17.96,70200,Weekend,Sunday,Maximum_Load,14/01/2018 19:30,0.5
4.97,0,27.04,0,100,18.08,71100,Weekend,Sunday,Maximum_Load,14/01/2018 19:45,0.962092233866012
5.04,0,26.93,0,100,18.4,72000,Weekend,Sunday,Maximum_Load,14/01/2018 20:00,0.5
4.97,0,27.04,0,100,18.08,72900,Weekend,Sunday,Medium_Load,14/01/2018 20:15,0.5
4.93,0,27.14,0,100,17.87,73800,Weekend,Sunday,Medium_Load,14/01/2018 20:30,0.878321807925132
4.93,0,27.04,0,100,17.94,74700,Weekend,Sunday,Medium_Load,14/01/2018 20:45,0.698006914516243
4.97,0,26.96,0,100,18.13,75600,Weekend,Sunday,Medium_Load,14/01/2018 21:00,0.5
5,0,27,0,100,18.21,76500,Weekend,Sunday,Medium_Load,14/01/2018 21:15,0.5
4.93,0,27.07,0,100,17.92,77400,Weekend,Sunday,Medium_Load,14/01/2018 21:30,0.752302984361546
4.97,0,26.96,0,100,18.13,78300,Weekend,Sunday,Medium_Load,14/01/2018 21:45,0.58698149540176
4.93,0,27.11,0,100,17.89,79200,Weekend,Sunday,Medium_Load,14/01/2018 22:00,0.5
4.82,1.37,15.62,0,96.19,29.49,80100,Weekend,Sunday,Maximum_Load,14/01/2018 22:15,0.996704372638308
4.61,4.21,0,0,73.84,100,81000,Weekend,Sunday,Maximum_Load,14/01/2018 22:30,0.5
4.57,4.1,0,0,74.43,100,81900,Weekend,Sunday,Maximum_Load,14/01/2018 22:45,0.5
4.57,4,0,0,75.25,100,82800,Weekend,Sunday,Maximum_Load,14/01/2018 23:00,0.5
4.5,3.56,0,0,78.43,100,83700,Weekend,Sunday,Light_Load,14/01/2018 23:15,0.621597997881943
4.61,3.56,0,0,79.15,100,84600,Weekend,Sunday,Light_Load,14/01/2018 23:30,0.5
4.54,3.74,0,0,77.18,100,85500,Weekend,Sunday,Light_Load,14/01/2018 23:45,0.5
4.57,4,0,0,75.25,100,0,Weekend,Sunday,Light_Load,14/01/2018 00:00,0.5
4.54,4.03,0,0,74.79,100,900,Weekday,Monday,Light_Load,15/01/2018 00:15,0.5
4.57,4.25,0,0,73.23,100,1800,Weekday,Monday,Light_Load,15/01/2018 00:30,0.5
4.68,4.39,0,0,72.93,100,2700,Weekday,Monday,Light_Load,15/01/2018 00:45,0.5
4.61,4.46,0,0,71.87,100,3600,Weekday,Monday,Light_Load,15/01/2018 01:00,0.5
4.57,4.46,0,0,71.57,100,4500,Weekday,Monday,Light_Load,15/01/2018 01:15,1.05022310406381
4.61,4.54,0,0,71.25,100,5400,Weekday,Monday,Light_Load,15/01/2018 01:30,0.5
4.61,4.46,0,0,71.87,100,6300,Weekday,Monday,Light_Load,15/01/2018 01:45,0.5
4.64,4.5,0,0,71.79,100,7200,Weekday,Monday,Light_Load,15/01/2018 02:00,0.594919257697277
4.61,4.68,0,0,70.18,100,8100,Weekday,Monday,Light_Load,15/01/2018 02:15,0.5
4.57,4.68,0,0,69.86,100,9000,Weekday,Monday,Light_Load,15/01/2018 02:30,0.5
4.61,4.64,0,0,70.48,100,9900,Weekday,Monday,Light_Load,15/01/2018 02:45,0.629454689924996
4.61,4.39,0,0,72.42,100,10800,Weekday,Monday,Light_Load,15/01/2018 03:00,0.5
4.68,4.75,0,0,70.18,100,11700,Weekday,Monday,Light_Load,15/01/2018 03:15,0.5
4.64,4.9,0,0,68.76,100,12600,Weekday,Monday,Light_Load,15/01/2018 03:30,0.5
4.61,4.57,0,0,71.02,100,13500,Weekday,Monday,Light_Load,15/01/2018 03:45,0.5
4.61,4.64,0,0,70.48,100,14400,Weekday,Monday,Light_Load,15/01/2018 04:00,0.664903954927559
4.61,4.5,0,0,71.56,100,15300,Weekday,Monday,Light_Load,15/01/2018 04:15,0.68671614629819
4.64,4.57,0,0,71.25,100,16200,Weekday,Monday,Light_Load,15/01/2018 04:30,0.65875739796189
4.57,4.43,0,0,71.8,100,17100,Weekday,Monday,Light_Load,15/01/2018 04:45,0.5
4.61,4.32,0,0,72.97,100,18000,Weekday,Monday,Light_Load,15/01/2018 05:00,0.5
4.43,4.07,0,0,73.64,100,18900,Weekday,Monday,Light_Load,15/01/2018 05:15,0.5
4.03,3.35,0,0,76.9,100,19800,Weekday,Monday,Light_Load,15/01/2018 05:30,0.5
4.64,4.36,0,0,72.88,100,20700,Weekday,Monday,Light_Load,15/01/2018 05:45,0.5
4,3.38,0,0,76.38,100,21600,Weekday,Monday,Light_Load,15/01/2018 06:00,0.873062424776575
4.93,3.96,0,0,77.96,100,22500,Weekday,Monday,Light_Load,15/01/2018 06:15,0.5
5.4,4.07,0,0,79.86,100,23400,Weekday,Monday,Light_Load,15/01/2018 06:30,0.683258595330752
5.08,4,0,0,78.57,100,24300,Weekday,Monday,Light_Load,15/01/2018 06:45,0.5
5.8,3.96,0,0,82.59,100,25200,Weekday,Monday,Light_Load,15/01/2018 07:00,0.639705501330484
4.79,3.71,0,0,79.06,100,26100,Weekday,Monday,Light_Load,15/01/2018 07:15,0.576363176531672
5.62,3.74,0,0,83.25,100,27000,Weekday,Monday,Light_Load,15/01/2018 07:30,0.619233228366538
5.87,3.56,0,0,85.5,100,27900,Weekday,Monday,Light_Load,15/01/2018 07:45,0.5
7.02,3.71,0.04,0,88.41,100,28800,Weekday,Monday,Light_Load,15/01/2018 08:00,0.5
36.97,29.16,0.04,0.02,78.52,100,29700,Weekday,Monday,Light_Load,15/01/2018 08:15,0.5
84.92,69.7,0,0.04,77.3,100,30600,Weekday,Monday,Light_Load,15/01/2018 08:30,0.5
82.08,78.26,0,0.04,72.37,100,31500,Weekday,Monday,Light_Load,15/01/2018 08:45,0.5
86.98,50.04,0,0.04,86.68,100,32400,Weekday,Monday,Light_Load,15/01/2018 09:00,0.5
89.53,47.12,0,0.04,88.49,100,33300,Weekday,Monday,Medium_Load,15/01/2018 09:15,0.5
88.99,43.2,0,0.04,89.96,100,34200,Weekday,Monday,Medium_Load,15/01/2018 09:30,0.943634050244426
87.91,47.05,0,0.04,88.17,100,35100,Weekday,Monday,Medium_Load,15/01/2018 09:45,0.5
109.58,65.59,0,0.05,85.8,100,36000,Weekday,Monday,Medium_Load,15/01/2018 10:00,0.5
80.1,39.2,0,0.04,89.82,100,36900,Weekday,Monday,Maximum_Load,15/01/2018 10:15,0.529205961996528
105.84,64.12,0,0.05,85.53,100,37800,Weekday,Monday,Maximum_Load,15/01/2018 10:30,0.669618658717805
91.87,48.85,0,0.04,88.29,100,38700,Weekday,Monday,Maximum_Load,15/01/2018 10:45,0.5
84.92,46.94,0,0.04,87.52,100,39600,Weekday,Monday,Maximum_Load,15/01/2018 11:00,0.978938298902355
99.25,69.55,0,0.05,81.89,100,40500,Weekday,Monday,Maximum_Load,15/01/2018 11:15,0.5
84.49,66.31,0,0.04,78.67,100,41400,Weekday,Monday,Maximum_Load,15/01/2018 11:30,0.960650757021527
104.87,68.47,0,0.05,83.73,100,42300,Weekday,Monday,Maximum_Load,15/01/2018 11:45,0.727995681927421
120.53,72.07,0,0.06,85.83,100,43200,Weekday,Monday,Maximum_Load,15/01/2018 12:00,0.876189049972985
40.32,16.6,18.47,0.02,92.47,90.92,44100,Weekday,Monday,Medium_Load,15/01/2018 12:15,0.74613779387536
7.27,0,26.14,0,100,26.79,45000,Weekday,Monday,Medium_Load,15/01/2018 12:30,1.48396140712234
7.81,0,25.52,0,100,29.26,45900,Weekday,Monday,Medium_Load,15/01/2018 12:45,0.5
7.81,0,25.52,0,100,29.26,46800,Weekday,Monday,Medium_Load,15/01/2018 13:00,0.5
75.74,31.5,6.66,0.03,92.33,99.62,47700,Weekday,Monday,Medium_Load,15/01/2018 13:15,1.04034432419411
146.27,76.79,0,0.07,88.54,100,48600,Weekday,Monday,Medium_Load,15/01/2018 13:30,0.872992662045547
153.14,70.45,0,0.07,90.85,100,49500,Weekday,Monday,Medium_Load,15/01/2018 13:45,0.825510633493205
124.34,62.57,0,0.06,89.33,100,50400,Weekday,Monday,Medium_Load,15/01/2018 14:00,0.820172706281204
74.92,31.64,0,0.03,92.12,100,51300,Weekday,Monday,Medium_Load,15/01/2018 14:15,0.5
69.98,31.07,0,0.03,91.4,100,52200,Weekday,Monday,Medium_Load,15/01/2018 14:30,0.5
70.09,26.6,0,0.03,93.49,100,53100,Weekday,Monday,Medium_Load,15/01/2018 14:45,0.5
59.22,23.76,0,0.03,92.81,100,54000,Weekday,Monday,Medium_Load,15/01/2018 15:00,0.5
52.92,17.89,0,0.02,94.73,100,54900,Weekday,Monday,Medium_Load,15/01/2018 15:15,0.5
59.44,20.27,0,0.03,94.65,100,55800,Weekday,Monday,Medium_Load,15/01/2018 15:30,0.5
59.76,20.02,0,0.03,94.82,100,56700,Weekday,Monday,Medium_Load,15/01/2018 15:45,0.569066396828438
54.65,17.42,0,0.03,95.28,100,57600,Weekday,Monday,Medium_Load,15/01/2018 16:00,0.5
55.66,17.03,0,0.03,95.62,100,58500,Weekday,Monday,Medium_Load,15/01/2018 16:15,0.5
58.93,20.41,0,0.03,94.49,100,59400,Weekday,Monday,Medium_Load,15/01/2018 16:30,1.44993591249737
66.13,26.6,0,0.03,92.78,100,60300,Weekday,Monday,Medium_Load,15/01/2018 16:45,0.5
59.83,19.15,0,0.03,95.24,100,61200,Weekday,Monday,Medium_Load,15/01/2018 17:00,1.07874929183735
55.62,18,0,0.03,95.14,100,62100,Weekday,Monday,Maximum_Load,15/01/2018 17:15,0.5
61.24,25.16,0,0.03,92.5,100,63000,Weekday,Monday,Maximum_Load,15/01/2018 17:30,0.5
42.95,3.31,0.61,0.02,99.7,99.99,63900,Weekday,Monday,Maximum_Load,15/01/2018 17:45,0.5
34.42,0.18,4.93,0.02,100,98.99,64800,Weekday,Monday,Maximum_Load,15/01/2018 18:00,0.5
62.5,38.38,0.32,0.03,85.22,100,65700,Weekday,Monday,Maximum_Load,15/01/2018 18:15,0.761568683439597
71.64,48.49,0,0.03,82.81,100,66600,Weekday,Monday,Maximum_Load,15/01/2018 18:30,0.530362790148069
72.83,37.04,0,0.03,89.13,100,67500,Weekday,Monday,Maximum_Load,15/01/2018 18:45,0.5
70.63,32.72,0,0.03,90.74,100,68400,Weekday,Monday,Maximum_Load,15/01/2018 19:00,0.961901243052725
72.94,32.51,0,0.03,91.34,100,69300,Weekday,Monday,Maximum_Load,15/01/2018 19:15,0.5
72.58,33.16,0,0.03,90.96,100,70200,Weekday,Monday,Maximum_Load,15/01/2018 19:30,0.5
68.54,30.85,0,0.03,91.19,100,71100,Weekday,Monday,Maximum_Load,15/01/2018 19:45,0.5
66.92,30.13,0,0.03,91.18,100,72000,Weekday,Monday,Maximum_Load,15/01/2018 20:00,0.700069107846476
79.09,39.85,0,0.04,89.3,100,72900,Weekday,Monday,Medium_Load,15/01/2018 20:15,0.735149021544474
71.32,36.86,0,0.03,88.84,100,73800,Weekday,Monday,Medium_Load,15/01/2018 20:30,0.5
59.69,22.54,0,0.03,93.55,100,74700,Weekday,Monday,Medium_Load,15/01/2018 20:45,0.5
46.33,8.78,2.88,0.02,98.25,99.81,75600,Weekday,Monday,Medium_Load,15/01/2018 21:00,0.704474333391636
8.96,0,23.69,0,100,35.38,76500,Weekday,Monday,Medium_Load,15/01/2018 21:15,0.5
5.58,0,25.78,0,100,21.15,77400,Weekday,Monday,Medium_Load,15/01/2018 21:30,0.5
5.11,0,25.88,0,100,19.37,78300,Weekday,Monday,Medium_Load,15/01/2018 21:45,0.5
5.08,0,25.99,0,100,19.18,79200,Weekday,Monday,Medium_Load,15/01/2018 22:00,0.5
4.97,2.23,14.47,0,91.24,32.48,80100,Weekday,Monday,Maximum_Load,15/01/2018 22:15,0.5
4.79,6.26,0,0,60.77,100,81000,Weekday,Monday,Maximum_Load,15/01/2018 22:30,0.5
4.79,6.12,0,0,61.63,100,81900,Weekday,Monday,Maximum_Load,15/01/2018 22:45,0.5
4.68,5.72,0,0,63.32,100,82800,Weekday,Monday,Maximum_Load,15/01/2018 23:00,0.5
4.68,5.22,0,0,66.75,100,83700,Weekday,Monday,Light_Load,15/01/2018 23:15,0.5
4.61,5.04,0,0,67.49,100,84600,Weekday,Monday,Light_Load,15/01/2018 23:30,0.782159543990221
4.64,5.33,0,0,65.66,100,85500,Weekday,Monday,Light_Load,15/01/2018 23:45,0.5
4.64,5.44,0,0,64.89,100,0,Weekday,Monday,Light_Load,15/01/2018 00:00,0.5
4.54,5.29,0,0,65.13,100,900,Weekday,Tuesday,Light_Load,16/01/2018 00:15,0.5
4.68,5.58,0,0,64.26,100,1800,Weekday,Tuesday,Light_Load,16/01/2018 00:30,0.5
4.64,6.01,0,0,61.11,100,2700,Weekday,Tuesday,Light_Load,16/01/2018 00:45,0.5
4.64,5.65,0,0,63.47,100,3600,Weekday,Tuesday,Light_Load,16/01/2018 01:00,0.5
4.61,5.54,0,0,63.96,100,4500,Weekday,Tuesday,Light_Load,16/01/2018 01:15,0.5
4.64,5.62,0,0,63.67,100,5400,Weekday,Tuesday,Light_Load,16/01/2018 01:30,0.5
4.64,5.58,0,0,63.94,100,6300,Weekday,Tuesday,Light_Load,16/01/2018 01:45,0.5
4.64,5.72,0,0,63,100,7200,Weekday,Tuesday,Light_Load,16/01/2018 02:00,0.754176145227622
4.61,5.54,0,0,63.96,100,8100,Weekday,Tuesday,Light_Load,16/01/2018 02:15,0.5
4.64,5.83,0,0,62.27,100,9000,Weekday,Tuesday,Light_Load,16/01/2018 02:30,0.5
4.64,5.94,0,0,61.56,100,9900,Weekday,Tuesday,Light_Load,16/01/2018 02:45,0.5
4.72,5.94,0,0,62.21,100,10800,Weekday,Tuesday,Light_Load,16/01/2018 03:00,0.5
4.61,6.16,0,0,59.92,100,11700,Weekday,Tuesday,Light_Load,16/01/2018 03:15,0.5
4.64,5.83,0,0,62.27,100,12600,Weekday,Tuesday,Light_Load,16/01/2018 03:30,0.5
4.61,5.76,0,0,62.49,100,13500,Weekday,Tuesday,Light_Load,16/01/2018 03:45,0.5
4.64,5.9,0,0,61.82,100,14400,Weekday,Tuesday,Light_Load,16/01/2018 04:00,0.5
4.68,5.83,0,0,62.6,100,15300,Weekday,Tuesday,Light_Load,16/01/2018 04:15,0.5
4.57,5.69,0,0,62.62,100,16200,Weekday,Tuesday,Light_Load,16/01/2018 04:30,0.5
4.64,5.87,0,0,62.01,100,17100,Weekday,Tuesday,Light_Load,16/01/2018 04:45,0.5
4.57,5.62,0,0,63.09,100,18000,Weekday,Tuesday,Light_Load,16/01/2018 05:00,0.5
4.61,5.69,0,0,62.95,100,18900,Weekday,Tuesday,Light_Load,16/01/2018 05:15,0.5
4.61,5.47,0,0,64.44,100,19800,Weekday,Tuesday,Light_Load,16/01/2018 05:30,0.5
4.61,5.54,0,0,63.96,100,20700,Weekday,Tuesday,Light_Load,16/01/2018 05:45,0.5
4.57,5.18,0,0,66.16,100,21600,Weekday,Tuesday,Light_Load,16/01/2018 06:00,0.5
4.57,5.22,0,0,65.87,100,22500,Weekday,Tuesday,Light_Load,16/01/2018 06:15,0.5
4.57,5.44,0,0,64.32,100,23400,Weekday,Tuesday,Light_Load,16/01/2018 06:30,0.5
4.72,6.41,0,0,59.29,100,24300,Weekday,Tuesday,Light_Load,16/01/2018 06:45,0.5
4.64,6.05,0,0,60.86,100,25200,Weekday,Tuesday,Light_Load,16/01/2018 07:00,0.5
4.57,5.8,0,0,61.89,100,26100,Weekday,Tuesday,Light_Load,16/01/2018 07:15,0.5
5.36,5.87,0,0,67.43,100,27000,Weekday,Tuesday,Light_Load,16/01/2018 07:30,0.5
6.73,6.08,0,0,74.2,100,27900,Weekday,Tuesday,Light_Load,16/01/2018 07:45,0.697718768378565
13.61,10.66,0,0.01,78.73,100,28800,Weekday,Tuesday,Light_Load,16/01/2018 08:00,0.5
50.15,33.66,0,0.02,83.03,100,29700,Weekday,Tuesday,Light_Load,16/01/2018 08:15,0.5
65.52,51.91,0,0.03,78.38,100,30600,Weekday,Tuesday,Light_Load,16/01/2018 08:30,1.30979870476333
78.62,64.37,0,0.04,77.37,100,31500,Weekday,Tuesday,Light_Load,16/01/2018 08:45,0.721817283679491
91.58,48.85,0,0.04,88.23,100,32400,Weekday,Tuesday,Light_Load,16/01/2018 09:00,0.87513945194481
91.58,41.58,0,0.04,91.05,100,33300,Weekday,Tuesday,Medium_Load,16/01/2018 09:15,0.5
98.82,47.63,0,0.05,90.08,100,34200,Weekday,Tuesday,Medium_Load,16/01/2018 09:30,0.569549163056674
82.37,35.64,0,0.04,91.78,100,35100,Weekday,Tuesday,Medium_Load,16/01/2018 09:45,0.5
75.56,30.2,0,0.03,92.86,100,36000,Weekday,Tuesday,Medium_Load,16/01/2018 10:00,0.5
78.98,31,0,0.04,93.09,100,36900,Weekday,Tuesday,Maximum_Load,16/01/2018 10:15,0.5
88.45,46.73,0,0.04,88.42,100,37800,Weekday,Tuesday,Maximum_Load,16/01/2018 10:30,0.5
83.05,37.44,0,0.04,91.16,100,38700,Weekday,Tuesday,Maximum_Load,16/01/2018 10:45,0.665260867956522
83.38,36.65,0,0.04,91.55,100,39600,Weekday,Tuesday,Maximum_Load,16/01/2018 11:00,0.5
76.82,49.61,0,0.04,84.01,100,40500,Weekday,Tuesday,Maximum_Load,16/01/2018 11:15,0.771147786947144
95.72,65.05,0,0.04,82.71,100,41400,Weekday,Tuesday,Maximum_Load,16/01/2018 11:30,1.48200678724729
76.64,46.37,0,0.04,85.56,100,42300,Weekday,Tuesday,Maximum_Load,16/01/2018 11:45,0.5
92.66,63.29,0,0.04,82.58,100,43200,Weekday,Tuesday,Maximum_Load,16/01/2018 12:00,0.5
17.71,5.51,19.51,0.01,95.49,67.21,44100,Weekday,Tuesday,Medium_Load,16/01/2018 12:15,0.5
8.21,0,26.32,0,100,29.78,45000,Weekday,Tuesday,Medium_Load,16/01/2018 12:30,0.5
8.39,0,25.7,0,100,31.03,45900,Weekday,Tuesday,Medium_Load,16/01/2018 12:45,0.5
8.89,0,25.45,0,100,32.98,46800,Weekday,Tuesday,Medium_Load,16/01/2018 13:00,0.5
77.22,33.77,1.84,0.04,91.62,99.97,47700,Weekday,Tuesday,Medium_Load,16/01/2018 13:15,0.5
91.69,44.89,0,0.04,89.81,100,48600,Weekday,Tuesday,Medium_Load,16/01/2018 13:30,0.80036888384693
87.12,40.07,0,0.04,90.85,100,49500,Weekday,Tuesday,Medium_Load,16/01/2018 13:45,0.5
77.98,35.42,0,0.04,91.05,100,50400,Weekday,Tuesday,Medium_Load,16/01/2018 14:00,0.5
75.64,31.61,0,0.03,92.27,100,51300,Weekday,Tuesday,Medium_Load,16/01/2018 14:15,0.5
74.95,30.92,0,0.03,92.44,100,52200,Weekday,Tuesday,Medium_Load,16/01/2018 14:30,1.0594285117512
88.78,44.46,0,0.04,89.41,100,53100,Weekday,Tuesday,Medium_Load,16/01/2018 14:45,0.714203251981196
71.42,28.73,0,0.03,92.77,100,54000,Weekday,Tuesday,Medium_Load,16/01/2018 15:00,0.5
67.54,27.68,0,0.03,92.53,100,54900,Weekday,Tuesday,Medium_Load,16/01/2018 15:15,0.5
80.21,36.61,0,0.04,90.97,100,55800,Weekday,Tuesday,Medium_Load,16/01/2018 15:30,0.5
90.4,43.2,0,0.04,90.23,100,56700,Weekday,Tuesday,Medium_Load,16/01/2018 15:45,0.509713030810612
76.14,30.6,0,0.03,92.79,100,57600,Weekday,Tuesday,Medium_Load,16/01/2018 16:00,0.5
69.48,30.78,0,0.03,91.43,100,58500,Weekday,Tuesday,Medium_Load,16/01/2018 16:15,0.659056795629604
76.82,36.61,0,0.04,90.27,100,59400,Weekday,Tuesday,Medium_Load,16/01/2018 16:30,0.5
80.96,36.97,0,0.04,90.96,100,60300,Weekday,Tuesday,Medium_Load,16/01/2018 16:45,1.32196812357053
87.66,41.29,0,0.04,90.47,100,61200,Weekday,Tuesday,Medium_Load,16/01/2018 17:00,0.5
91.98,50.47,0,0.04,87.67,100,62100,Weekday,Tuesday,Maximum_Load,16/01/2018 17:15,1.17501986738453
92.38,44.71,0,0.04,90.01,100,63000,Weekday,Tuesday,Maximum_Load,16/01/2018 17:30,0.69925506502024
55.69,17.64,0.5,0.03,95.33,100,63900,Weekday,Tuesday,Maximum_Load,16/01/2018 17:45,0.5
34.38,0.07,8.6,0.02,100,97.01,64800,Weekday,Tuesday,Maximum_Load,16/01/2018 18:00,0.5
49.79,29.02,0.54,0.02,86.4,99.99,65700,Weekday,Tuesday,Maximum_Load,16/01/2018 18:15,0.5
93.53,67.36,0,0.04,81.15,100,66600,Weekday,Tuesday,Maximum_Load,16/01/2018 18:30,0.5
75.71,37.44,0,0.03,89.64,100,67500,Weekday,Tuesday,Maximum_Load,16/01/2018 18:45,0.772372278908762
79.99,42.05,0,0.04,88.51,100,68400,Weekday,Tuesday,Maximum_Load,16/01/2018 19:00,1.05065742073032
